#lat_deg,#lon_deg,#clean_adm2,#water_source_category,#water_tech_category,#install_year,#management_clean,#subjective_quality,water_point_population,local_population_1km,crucialness_score
9.2223567,9.27469,Pankshin,Well,Hand Pump,2012,Community Management,Acceptable quality,383,805,0.475776397515528
8.4482376,10.577364,Gassol,Well,Hand Pump,2008,NA,Acceptable quality,2458,6399,0.384122519143616
8.5705217,11.216205,Bali,Well,Hand Pump,2009,Community Management,Acceptable quality,0,0,NA
8.4207888,10.452361,Gassol,Well,Hand Pump,2010,Community Management,Acceptable quality,3388,6019,0.562884200033228
8.9377868,9.8036594,Langtang North,Well,Hand Pump,2010,NA,Acceptable quality,41,591,0.069373942470389
9.6922937,8.701051,Jos South,Well,Mechanized Pump,2000,Community Management,Acceptable quality,2738,2738,1
8.8916183,11.352065,Ardo-Kola,Well,Mechanized Pump,2007,Health Care Facility,Acceptable quality,244,742,0.328840970350404
8.1309932,4.2547383,Ogbomosho North,Well,Mechanized Pump,NA,NA,Acceptable quality,0,0,NA
8.3184533,4.21042,Ori-Ire,Well,Mechanized Pump,NA,Community Management,Acceptable quality,172,2827,0.060841881853555
8.0771345,5.319921,Ekiti,Well,Mechanized Pump,NA,Community Management,No because of Odour,367,5240,0.070038167938931
8.85349,8.41517,Nasarawa Eggon,Well,Hand Pump,NA,Community Management,Acceptable quality,1257,1571,0.800127307447486
9.0789855,4.7082703,Kaiama,Well,Hand Pump,NA,NA,Acceptable quality,660,3054,0.216110019646365
8.7225706,4.1630744,Olorunsogo,Well,Mechanized Pump,2009,Other,Acceptable quality,926,1412,0.655807365439094
8.5117017,7.35082,Toto,Well,Mechanized Pump,2012,NA,Acceptable quality,3441,3441,1
9.0520217,7.1945533,Abuja,Spring,Hand Pump,2003,Other,Acceptable quality,2100,9343,0.224767205394413
9.2786022,9.5554579,Kanke,Well,Hand Pump,NA,NA,Acceptable quality,64,630,0.101587301587302
8.517765,7.573075,Nasarawa,Well,Hand Pump,NA,NA,Acceptable quality,96,146,0.657534246575342
8.1539816,5.8907963,Mopa-Muro,Well,Mechanized Pump,NA,NA,Acceptable quality,88,1556,0.056555269922879
8.0393579,3.348705,Kajola,Well,Hand Pump,NA,NA,No because of Taste,62,1051,0.058991436726927
9.6008031,6.5183264,Chanchaga,Well,Hand Pump,2013,Community Management,Acceptable quality,2792,11058,0.252486887321396
8.6597317,8.406895,Nasarawa Eggon,Well,Hand Pump,NA,NA,Acceptable quality,757,1381,0.548153511947864
9.0064733,8.5984933,Wamba,Well,Mechanized Pump,NA,NA,Acceptable quality,504,515,0.978640776699029
8.8236817,4.92345,Ifelodun,Well,Hand Pump,1993,Direct Government Operation,Acceptable quality,304,761,0.399474375821288
8.8774283,11.371695,Ardo-Kola,Well,Hand Pump,2012,NA,Acceptable quality,37,653,0.05666156202144
8.72466,5.7608233,Pategi,Well,Hand Pump,2003,Community Management,No because of Colour,0,0,NA
9.6926543,8.7025439,Jos South,Well,Mechanized Pump,2007,NA,Acceptable quality,2781,2781,1
8.3368831,8.4824783,Doma,Well,Hand Pump,NA,NA,No because of Taste,2916,4770,0.611320754716981
9.2692383,5.6113798,Lavun,Well,Mechanized Pump,2013,Community Management,Acceptable quality,962,962,1
8.8039206,9.6284583,Shendam,Well,Hand Pump,2012,Community Management,No because of Colour,73,214,0.341121495327103
8.8934229,11.380093,Jalingo,Well,Hand Pump,2013,NA,Acceptable quality,590,1395,0.422939068100358
8.7310484,9.7128742,Langtang South,Well,Hand Pump,1992,NA,No because of Taste,4500,4500,1
8.5654837,4.5499703,Moro,Well,Mechanized Pump,NA,Other,Acceptable quality,560,1551,0.361057382333978
9.6249237,8.8331981,Riyom,Well,Hand Pump,2009,Community Management,Acceptable quality,754,1608,0.468905472636816
8.2534525,8.5610646,Obi,Well,Hand Pump,NA,NA,Acceptable quality,3152,3152,1
8.9921217,8.4474267,Akwanga,Well,Mechanized Pump,NA,Community Management,Acceptable quality,318,318,1
9.5591539,8.8997268,Barkin Ladi,Well,Hand Pump,2007,NA,Acceptable quality,4349,5632,0.772194602272727
8.934815,11.186628,Ardo-Kola,Well,Mechanized Pump,2009,NA,Acceptable quality,187,946,0.197674418604651
9.2681093,5.6123157,Lavun,Well,Hand Pump,1987,Community Management,Acceptable quality,962,962,1
8.8893617,9.9068741,Wase,Well,Hand Pump,2009,NA,No because of Colour,1211,1211,1
8.9008473,11.346971,Ardo-Kola,Well,Hand Pump,2014,NA,Acceptable quality,326,1318,0.247344461305008
7.9109332,9.6036287,Wukari,Well,Hand Pump,2003,Community Management,Acceptable quality,344,2204,0.156079854809437
8.446488,8.7100942,Obi,Well,Mechanized Pump,NA,NA,Acceptable quality,18024,18024,1
8.2003873,8.6430006,Keana,Well,Mechanized Pump,NA,NA,No because of Taste,619,5715,0.108311461067367
9.6847734,3.9030526,Kaiama,Well,Mechanized Pump,2007,Direct Government Operation,Acceptable quality,1947,2157,0.902642559109875
9.615527,6.5428579,Chanchaga,Well,Hand Pump,2011,Community Management,Acceptable quality,998,3933,0.253750317823544
8.275289,6.5824578,Lokoja,Well,Hand Pump,2009,Community Management,Acceptable quality,506,506,1
9.558235,8.1531367,Zangon Kataf,Well,Hand Pump,NA,NA,No because of Taste,524,966,0.542443064182195
8.4574084,8.6838482,Obi,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,1794,1794,1
8.9801937,11.329063,Jalingo,Well,Hand Pump,1988,Community Management,Acceptable quality,453,2279,0.198771390960948
8.7350767,10.898947,Gassol,Well,Hand Pump,2010,NA,Acceptable quality,1145,4237,0.270238376209582
8.2914123,9.0073183,Awe,Well,Mechanized Pump,NA,Community Management,Acceptable quality,4903,4903,1
9.1358922,5.9139146,Gbako,Well,Hand Pump,2010,Community Management,No because of Colour,57,176,0.323863636363636
8.9617367,7.4359567,Abuja,Well,Mechanized Pump,2009,Other,Acceptable quality,5378,6493,0.828276605575235
8.9001867,6.925535,Kwali,Well,Hand Pump,2010,Direct Government Operation,Acceptable quality,2966,2966,1
9.834415,6.1526819,Wushishi,Well,Hand Pump,2005,Community Management,Acceptable quality,333,858,0.388111888111888
8.735492,9.2538651,Qua'an Pan,Well,Hand Pump,2009,NA,Acceptable quality,694,694,1
8.0865345,5.1526547,Oke-Ero,Well,Hand Pump,2008,Community Management,Acceptable quality,0,0,NA
8.1728378,6.6513438,Lokoja,Well,Hand Pump,2013,NA,No because of Odour,918,1837,0.499727817093087
9.5741592,3.9597231,Kaiama,Well,Mechanized Pump,2014,Direct Government Operation,Acceptable quality,269,440,0.611363636363636
8.1097416,9.1478452,Awe,Well,Mechanized Pump,NA,NA,Acceptable quality,453,4882,0.092789840229414
8.081902,5.2230367,Ekiti,Well,Hand Pump,NA,NA,No because of Taste,496,3031,0.163642362256681
8.0771453,5.3181067,Ekiti,Well,Mechanized Pump,2012,Community Management,Acceptable quality,344,5240,0.065648854961832
8.5040639,8.5957717,Lafia,Well,Hand Pump,NA,Other,No because of Colour,1275,1275,1
9.428708,6.0264989,Gbako,Well,Hand Pump,NA,Community Management,Acceptable quality,378,618,0.611650485436893
8.1841776,4.9243046,Irepodun,Well,Hand Pump,NA,Community Management,No because of Colour,331,1767,0.187323146576118
8.3944267,10.513138,Gassol,Well,Hand Pump,2009,NA,Acceptable quality,87,639,0.136150234741784
8.0479212,6.1123951,Kabba/Bunu,Well,Hand Pump,2003,NA,Acceptable quality,698,2801,0.249196715458765
9.6101184,6.5404962,Chanchaga,Well,Hand Pump,2006,Community Management,Acceptable quality,2261,5732,0.394452198185625
9.1968755,6.1230159,Gbako,Well,Hand Pump,NA,Community Management,Acceptable quality,183,367,0.498637602179836
8.1802471,4.7392272,Oyun,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,480,1650,0.290909090909091
8.4174939,10.454421,Gassol,Well,Hand Pump,2003,Community Management,Acceptable quality,3214,6019,0.533975743478983
8.0233121,6.7912467,Kogi,Well,Hand Pump,NA,NA,No because of Taste,476,476,1
9.4179764,8.1052274,Jema'a,Well,Hand Pump,NA,NA,No because of Taste,2659,4312,0.61665120593692
9.6183859,8.7340348,Riyom,Well,Hand Pump,2004,NA,Acceptable quality,1084,3646,0.297312122874383
8.0836574,8.5111189,Guma,Well,Hand Pump,NA,NA,No because of Colour,681,681,1
9.0414052,6.5678451,Lapai,Well,Hand Pump,NA,Other,Acceptable quality,108,3318,0.03254972875226
8.8910667,7.656555,Karu,Well,Mechanized Pump,NA,NA,Acceptable quality,423,1778,0.237907761529809
8.9214258,3.3054887,Baruten,Well,Mechanized Pump,2010,NA,Acceptable quality,462,462,1
8.7454569,9.331733,Shendam,Well,Hand Pump,1999,NA,No because of Taste,856,1719,0.497963932518906
8.7797383,7.281965,Kuje,Well,Mechanized Pump,2010,Direct Government Operation,Acceptable quality,1507,2077,0.725565719788156
8.4360883,5.1111467,Ifelodun,Well,Hand Pump,2010,NA,Acceptable quality,608,2325,0.261505376344086
8.9902042,11.743862,Zing,Well,Mechanized Pump,NA,NA,Acceptable quality,261,3119,0.08368066688041
8.1764017,9.7418883,Ibi,Well,Hand Pump,2012,NA,Acceptable quality,132,576,0.229166666666667
8.8555783,5.4153583,Edu,Well,Hand Pump,2012,NA,Acceptable quality,17,530,0.032075471698113
8.5829283,8.2868,Lafia,Well,Hand Pump,NA,Community Management,Acceptable quality,209,516,0.405038759689922
9.551235,7.7117533,Kagarko,Well,Hand Pump,NA,Community Management,Acceptable quality,494,494,1
8.4023917,5.0307233,Ifelodun,Well,Hand Pump,1996,Community Management,No because of Colour,221,1120,0.197321428571429
9.0039567,4.9602,Edu,Well,Hand Pump,2010,NA,Acceptable quality,917,917,1
8.9295832999999991,7.0528417,Gwagwalada,Well,Mechanized Pump,2009,Community Management,Acceptable quality,49770,49770,1
8.3481888,10.451565,Gassol,Well,Hand Pump,1984,Community Management,Acceptable quality,6,17,0.352941176470588
8.1162926,10.986077,Bali,Well,Hand Pump,1998,NA,Acceptable quality,1671,6306,0.264985727878211
8.4759991,9.7256942,Langtang South,Well,Hand Pump,NA,Other,Acceptable quality,3265,3265,1
8.5328683,7.7045917,Nasarawa,Well,Hand Pump,NA,Other,Acceptable quality,52,813,0.063960639606396
8.9331596,9.8064995,Langtang North,Well,Hand Pump,2007,NA,No because of Taste,54,385,0.14025974025974
8.238755,7.5784583,Nasarawa,Well,Hand Pump,NA,NA,Acceptable quality,283,283,1
9.0257015,3.5383792,Baruten,Well,Hand Pump,NA,NA,Acceptable quality,39,588,0.066326530612245
9.2671122,5.6118405,Lavun,Well,Hand Pump,1999,Community Management,Acceptable quality,995,995,1
8.5650776,4.5499385,Moro,Well,Hand Pump,2008,NA,Acceptable quality,603,1588,0.379722921914358
9.6344598,3.8985814,Kaiama,Well,Hand Pump,NA,Community Management,Acceptable quality,104,488,0.213114754098361
8.7088107,9.509734,Shendam,Well,Hand Pump,NA,NA,Acceptable quality,2743,2743,1
8.1505744,4.7041563,Offa,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,18,187,0.096256684491979
9.4695853,6.9996586,Paikoro,Well,Mechanized Pump,1989,NA,No because of Taste,3220,3220,1
8.9491108,9.0217025,Lafia,Well,Hand Pump,NA,NA,Acceptable quality,1265,2462,0.513809910641755
8.6085971,4.9164554,Ilorin East,Well,Mechanized Pump,NA,NA,Acceptable quality,324,324,1
9.0010717,11.638237,Yorro,Well,Hand Pump,2012,NA,Acceptable quality,577,577,1
8.82272,7.6212133,Karu,Well,Hand Pump,NA,NA,Acceptable quality,21,52,0.403846153846154
8.0790935,4.5348343,Oyun,Well,Hand Pump,1986,Community Management,No because of Taste,62,124,0.5
8.0823856,5.1213002,Irepodun,Well,Hand Pump,2010,NA,Acceptable quality,100,448,0.223214285714286
8.907651,9.2642941,Qua'an Pan,Well,Mechanized Pump,2014,Direct Government Operation,Acceptable quality,1175,2649,0.443563608909022
8.96475,7.61428,Karu,Well,Hand Pump,NA,NA,Acceptable quality,531,531,1
9.4549917,7.773335,Kagarko,Well,Hand Pump,NA,Community Management,Acceptable quality,494,2232,0.221326164874552
8.535075,7.7056167,Nasarawa,Well,Hand Pump,NA,NA,Acceptable quality,51,758,0.067282321899736
8.1677621,6.0224898,Mopa-Muro,Well,Hand Pump,2001,NA,No because of Taste,1114,4051,0.274993828684275
9.2988802,5.0525334,Mokwa,Well,Hand Pump,NA,Community Management,Acceptable quality,8,247,0.032388663967611
8.6712399,9.8451017,Langtang South,Well,Hand Pump,NA,NA,Acceptable quality,1743,3889,0.448187194651581
9.648065,5.886474,Wushishi,Well,Hand Pump,2013,Community Management,Acceptable quality,905,905,1
9.3888542,3.8560868,Kaiama,Well,Hand Pump,NA,Community Management,Acceptable quality,1343,4880,0.275204918032787
8.8285956,11.111512,Ardo-Kola,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,430,882,0.487528344671202
8.0082694,4.8923691,Ila,Well,Mechanized Pump,2007,NA,Acceptable quality,298,1394,0.21377331420373
8.54287,7.90904,Nasarawa,Well,Hand Pump,NA,NA,No because of Taste,1203,2074,0.580038572806172
8.4983939,9.7312108,Langtang South,Well,Hand Pump,NA,Other,No because of Taste,3379,6019,0.561388935039043
9.0112991,6.3200341,Agaie,Well,Hand Pump,2005,Community Management,Acceptable quality,137,4661,0.029392834155761
9.3300974,8.2201541,Jema'a,Well,Hand Pump,NA,NA,No because of Colour,1559,1559,1
8.92935,7.057265,Gwagwalada,Well,Mechanized Pump,2009,Community Management,Acceptable quality,52445,52445,1
8.5310967,7.7026783,Nasarawa,Well,Hand Pump,NA,Other,Acceptable quality,67,1306,0.051301684532925
8.2637446,5.835506,Yagba East,Well,Hand Pump,NA,NA,Acceptable quality,17143,17143,1
8.7522483,5.50634,Pategi,Well,Hand Pump,2003,NA,Acceptable quality,693,693,1
9.1492717,5.003375,Edu,Well,Hand Pump,NA,NA,Acceptable quality,219,852,0.257042253521127
9.6179397,8.8960102,Barkin Ladi,Well,Hand Pump,2009,NA,No because of Colour,1255,2433,0.515824085491163
8.0391317,5.0586783,Irepodun,Well,Hand Pump,NA,NA,Acceptable quality,73,569,0.12829525483304
9.2493528,7.1597422,Suleja,Well,Mechanized Pump,1985,Direct Government Operation,Acceptable quality,29053,29053,1
8.7436167,5.73723,Pategi,Well,Hand Pump,NA,Community Management,Acceptable quality,1087,4178,0.260172331258976
9.2817583,7.3865767,Bwari,Well,Hand Pump,1993,NA,Acceptable quality,991,7628,0.129916098584164
8.8506567,11.6338,Yorro,Well,Hand Pump,2003,NA,Acceptable quality,125,125,1
9.2568667,10.946705,Karim Lamido,Well,Mechanized Pump,2012,NA,Acceptable quality,576,3085,0.186709886547812
8.9303733,5.4017417,Edu,Well,Hand Pump,2002,Community Management,Acceptable quality,4199,4199,1
9.6326057,3.8981061,Kaiama,Well,Hand Pump,2013,NA,Acceptable quality,93,488,0.190573770491803
9.6270184,3.2856144,Baruten,Well,Mechanized Pump,2013,NA,Acceptable quality,2170,5109,0.424740653748287
9.4869789,8.5051339,Jema'a,Well,Hand Pump,NA,NA,No because of Odour,3280,6904,0.475086906141367
8.036861,6.0440533,Kabba/Bunu,Well,Hand Pump,NA,NA,Acceptable quality,3042,6098,0.498852082650049
8.2007656,8.6401027,Keana,Well,Hand Pump,NA,NA,No because of Taste,541,5715,0.094663167104112
8.2407346,5.6101431,Yagba West,Well,Hand Pump,NA,NA,Acceptable quality,7985,7985,1
8.91983,8.4224483,Akwanga,Well,Mechanized Pump,NA,School Management,No because of Colour,156,1947,0.080123266563945
8.0714325,5.1400677,Oke-Ero,Well,Hand Pump,2011,NA,No because of Colour,574,1265,0.453754940711462
8.6794543,8.7650444,Lafia,Well,Hand Pump,NA,NA,Acceptable quality,1705,1705,1
8.7846083,8.0495417,Kokona,Well,Hand Pump,NA,NA,Acceptable quality,442,780,0.566666666666667
8.7484916,9.8772164,Wase,Well,Hand Pump,NA,NA,No because of Taste,3102,3102,1
8.8581483,7.611345,Karu,Well,Hand Pump,NA,NA,Acceptable quality,569,569,1
8.5017117,7.8015483,Nasarawa,Well,NA,NA,NA,Acceptable quality,1136,4011,0.283221141859885
9.0850403,6.0088168,Bida,Well,Mechanized Pump,NA,Community Management,Acceptable quality,0,0,NA
8.6162568,10.662687,Gassol,Well,Hand Pump,2013,Other,Acceptable quality,17,34,0.5
8.03039,8.91571,Guma,Well,Hand Pump,NA,School Management,Acceptable quality,90,90,1
8.7108752,9.2965283,Qua'an Pan,Well,Hand Pump,NA,Community Management,Acceptable quality,1426,5222,0.27307545001915
9.3504918,8.7945593,Bokkos,Well,Hand Pump,2013,NA,No because of Taste,735,735,1
8.4752433,6.9413833,Abaji,Well,Hand Pump,2013,Community Management,Acceptable quality,3838,11343,0.338358458961474
8.1255392,9.2089184,Awe,Well,Hand Pump,NA,Other,No because of Colour,4901,4901,1
8.6894408,9.4456894,Shendam,Well,Hand Pump,2008,NA,No because of Colour,650,3135,0.207336523125997
9.0741689,3.8557636,Irepo,Well,Mechanized Pump,2000,NA,Acceptable quality,8,180,0.044444444444444
8.8836067,5.0723467,Edu,Well,Hand Pump,NA,Community Management,Acceptable quality,218,466,0.467811158798283
8.9345747,9.7862364,Langtang North,Well,Hand Pump,2014,Other,Acceptable quality,167,1183,0.14116652578191
9.0406704,9.4248175,Mikang,Well,Hand Pump,NA,NA,No because of Taste,43,117,0.367521367521368
8.4293794,5.463103,Yagba West,Well,Hand Pump,2007,NA,Acceptable quality,1016,5027,0.202108613487169
8.1362237,5.1010136,Isin,Well,Mechanized Pump,NA,NA,Acceptable quality,204,1572,0.129770992366412
9.2528298,9.8152873,Langtang North,Well,Hand Pump,2011,NA,Acceptable quality,674,674,1
8.936407,5.8532734,Mokwa,Well,Hand Pump,2002,Community Management,Acceptable quality,432,1820,0.237362637362637
8.5104244,4.5307832,Ilorin West,Well,Hand Pump,2009,NA,No because of Taste,54,998,0.054108216432866
8.7683217,6.8054433,Kwali,Well,Mechanized Pump,2007,Community Management,Acceptable quality,1446,1446,1
9.5715233,7.4333467,Kagarko,Well,Hand Pump,NA,Community Management,Acceptable quality,679,5962,0.113887957061389
8.1284219,10.985714,Bali,Well,Mechanized Pump,2004,NA,Acceptable quality,1080,4255,0.253819036427732
9.5998005,6.5306985,Chanchaga,Well,Hand Pump,2008,Community Management,Acceptable quality,4293,10712,0.400765496639283
8.5385217,7.91151,Nasarawa,Well,Hand Pump,NA,NA,No because of Taste,885,1991,0.444500251130085
9.0230483,4.97678,Edu,Well,Mechanized Pump,2009,NA,No because of Taste,530,530,1
8.92127,8.4057083,Akwanga,Well,Hand Pump,NA,Direct Government Operation,Acceptable quality,793,1301,0.609531129900077
8.9685356,5.6885555,Edati,Well,Hand Pump,2005,Community Management,Acceptable quality,3490,3490,1
8.2306939,9.0892966,Awe,Well,Hand Pump,NA,NA,Acceptable quality,837,3299,0.253713246438315
8.75724,5.615775,Pategi,Well,Hand Pump,NA,NA,Acceptable quality,174,2344,0.074232081911263
9.3179885,6.5866426,Paikoro,Spring,Hand Pump,1990,NA,Acceptable quality,564,564,1
8.2901462,6.2766687,Kabba/Bunu,Well,Hand Pump,NA,NA,Acceptable quality,2594,2605,0.995777351247601
8.1453439,6.107842,Kabba/Bunu,Well,Mechanized Pump,NA,NA,Acceptable quality,564,2328,0.242268041237113
9.2856104,6.5860846,Paikoro,Spring,Hand Pump,1995,NA,Acceptable quality,2873,4363,0.658491863396745
9.0975533,3.8393172,Irepo,Well,Hand Pump,NA,NA,Acceptable quality,486,2120,0.229245283018868
9.551338,8.7559614,Riyom,Well,Hand Pump,2008,NA,No because of Colour,511,2393,0.213539490179691
8.1440094,5.1019923,Isin,Well,Hand Pump,NA,NA,Acceptable quality,83,831,0.099879663056558
8.3978839,8.5581394,Lafia,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,1839,6790,0.270839469808542
8.3804467,4.6955117,Ifelodun,Well,Hand Pump,NA,NA,No because of Colour,197,764,0.257853403141361
9.5805681,6.5441494,Chanchaga,Well,Hand Pump,2013,NA,Acceptable quality,15600,15600,1
9.6844898,6.4702935,Bosso,Well,Hand Pump,1990,NA,No because of Taste,695,2227,0.312079030085317
9.344995,8.6070133,Sanga,Well,Hand Pump,NA,Community Management,Acceptable quality,10979,10979,1
9.067309,3.8518579,Irepo,Well,Mechanized Pump,2008,NA,Acceptable quality,377,2323,0.162290142057684
9.1730517,7.3811317,Bwari,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,293,1646,0.178007290400972
9.3606052,7.1948047,Gurara,Well,Hand Pump,2010,Community Management,Acceptable quality,1386,2870,0.482926829268293
9.3136724,5.06893,Mokwa,Well,Hand Pump,NA,Community Management,Acceptable quality,977,1558,0.627086007702182
9.5222039,3.905395,Kaiama,Well,Hand Pump,1992,NA,Acceptable quality,576,1275,0.451764705882353
8.9736752,5.7535734,Edati,Well,Hand Pump,2000,Community Management,Acceptable quality,3983,3983,1
8.037561,5.0524728,Irepodun,Well,Hand Pump,NA,NA,Acceptable quality,31,519,0.059730250481696
8.7327683,5.7570117,Pategi,Well,Hand Pump,2006,Community Management,Acceptable quality,1,61,0.016393442622951
9.2021407,6.0372329,Gbako,Well,Hand Pump,2006,NA,Acceptable quality,174,338,0.514792899408284
9.6788609,8.7387548,Jos South,Well,Hand Pump,1988,NA,Acceptable quality,4031,8374,0.481370909959398
8.9435217,9.79994,Langtang North,Well,Hand Pump,2012,Other,Acceptable quality,84,1293,0.064965197215777
9.1814237,6.5437234,Lapai,Well,Hand Pump,NA,NA,Acceptable quality,278,2110,0.13175355450237
8.5202682,8.6469487,Lafia,Well,Mechanized Pump,NA,NA,No because of Colour,997,3809,0.261748490417432
9.3365508,8.175592,Jema'a,Well,Hand Pump,NA,NA,No because of Taste,3340,3340,1
8.2404862,11.051139,Bali,Well,Hand Pump,NA,NA,Acceptable quality,1695,5742,0.295193312434692
8.5688336,10.454812,Gassol,Well,Hand Pump,2010,NA,Acceptable quality,289,882,0.32766439909297
9.3491023,8.2320809,Jema'a,Well,Hand Pump,NA,NA,No because of Taste,7388,14315,0.516101990918617
8.8554917,7.2965683,Abuja,Well,Hand Pump,NA,NA,Acceptable quality,1572,1572,1
9.274569,9.1389623,Mangu,Well,Hand Pump,NA,NA,Acceptable quality,780,780,1
8.7454714,4.7540147,Moro,Well,Hand Pump,2002,Community Management,Acceptable quality,542,2626,0.206397562833206
9.3293901,8.8058215,Bokkos,Well,Hand Pump,1999,Other,No because of Taste,132,268,0.492537313432836
9.7903083,7.8984583,Kachia,Well,Hand Pump,NA,Community Management,No because of Odour,274,533,0.514071294559099
9.0214767,5.1296183,Edu,Well,Hand Pump,1989,NA,Acceptable quality,209,209,1
8.3314021,5.7953661,Yagba East,Well,Mechanized Pump,NA,NA,Acceptable quality,547,2315,0.236285097192225
8.0480517,7.8759367,Nasarawa,Well,Mechanized Pump,NA,NA,No because of Colour,941,941,1
7.76046,9.7594733,Wukari,Well,Mechanized Pump,NA,Other,Acceptable quality,4486,8382,0.535194464328323
9.3142916,8.0315247,Jema'a,Well,Hand Pump,NA,NA,No because of Taste,185,546,0.338827838827839
8.0437301,8.1359849,Doma,Well,Mechanized Pump,NA,NA,No because of Taste,0,0,NA
9.6572809,8.6304161,Riyom,Well,Mechanized Pump,2005,NA,Acceptable quality,806,2711,0.297307266691258
8.5983566,10.67937,Gassol,Well,Hand Pump,2014,NA,Acceptable quality,2322,4704,0.493622448979592
8.9751391,9.418727,Mikang,Well,Hand Pump,NA,NA,Acceptable quality,831,3333,0.249324932493249
9.7330437,6.0793337,Wushishi,Well,Hand Pump,2013,Community Management,Acceptable quality,184,1430,0.128671328671329
9.0765527,4.7057455,Kaiama,Well,Hand Pump,NA,NA,Acceptable quality,784,3085,0.254132901134522
8.8543383,5.4147683,Edu,Well,Hand Pump,2014,Community Management,No because of Taste,18,563,0.031971580817052
8.25403,7.8793067,Nasarawa,Well,Mechanized Pump,NA,NA,Acceptable quality,1562,1562,1
8.8873354,11.36842,Ardo-Kola,Well,Hand Pump,2013,Community Management,Acceptable quality,1,21,0.047619047619048
9.03841,8.2792933,Akwanga,Well,Mechanized Pump,NA,NA,No because of Colour,746,746,1
9.7263167,7.7597083,Kachia,Well,Hand Pump,NA,Community Management,No because of Colour,822,1659,0.495479204339964
8.7040038,4.7018295,Moro,Well,Hand Pump,NA,Community Management,Acceptable quality,385,1170,0.329059829059829
9.0094303,6.3222797,Agaie,Well,Hand Pump,2007,Community Management,Acceptable quality,145,5146,0.028177225029149
8.1210966,4.245452,Ogbomosho North,Well,Mechanized Pump,NA,NA,Acceptable quality,0,0,NA
9.075757,6.002261,Bida,Well,Hand Pump,NA,NA,Acceptable quality,0,0,NA
9.0091184,6.3163522,Agaie,Well,Hand Pump,NA,Other,Acceptable quality,189,5005,0.037762237762238
8.41482,11.468502,Bali,Well,Hand Pump,2012,Community Management,Acceptable quality,256,256,1
8.0579317,11.012467,Bali,Well,Hand Pump,2009,Community Management,Acceptable quality,1307,1307,1
8.9704678,9.4688418,Mikang,Well,Hand Pump,2012,NA,No because of Colour,1087,1087,1
9.4700917,7.90777,Kagarko,Well,Hand Pump,NA,Community Management,No because of Colour,685,2288,0.299388111888112
9.6418192,8.9034238,Barkin Ladi,Well,Hand Pump,2013,NA,Acceptable quality,950,1035,0.917874396135266
9.3350409,5.2326066,Mokwa,Well,Mechanized Pump,1982,Direct Government Operation,Acceptable quality,2374,2374,1
8.4451022,8.5442152,Lafia,Well,Mechanized Pump,NA,Direct Government Operation,Acceptable quality,2813,2813,1
9.0096733,8.5977033,Wamba,Well,Mechanized Pump,NA,NA,No because of Colour,502,587,0.855195911413969
8.2770723,5.5855601,Yagba West,Well,Hand Pump,NA,NA,No because of Taste,19581,19962,0.980913736098587
8.759374,4.3114425,Moro,Well,Mechanized Pump,2012,Community Management,Acceptable quality,251,984,0.255081300813008
8.00712,4.6722817,Odo-Otin,Well,Mechanized Pump,2012,NA,Acceptable quality,809,2898,0.279158040027605
9.3574475,9.6995905,Kanke,Well,Hand Pump,2009,Other,Acceptable quality,108,771,0.140077821011673
8.5967583,8.853815,Lafia,Well,Hand Pump,NA,Other,Acceptable quality,322,956,0.336820083682008
9.0209317,7.3331383,Abuja,Well,Mechanized Pump,NA,Community Management,Acceptable quality,2027,2027,1
9.4995217,8.9182383,Barkin Ladi,Well,Hand Pump,2006,NA,Acceptable quality,1855,1855,1
8.5129717,7.7081883,Nasarawa,Well,Hand Pump,NA,NA,Acceptable quality,984,2055,0.478832116788321
9.4390251,6.6339955,Paikoro,Spring,Hand Pump,2013,NA,Acceptable quality,44,525,0.083809523809524
8.7285833,5.8016817,Pategi,Well,Hand Pump,2005,Community Management,Acceptable quality,273,774,0.352713178294574
8.5809267,4.7158205,Moro,Well,Hand Pump,NA,Community Management,Acceptable quality,710,5340,0.132958801498127
8.0783602,5.2252384,Ekiti,Well,Mechanized Pump,NA,NA,Acceptable quality,779,5014,0.155364978061428
8.0945671,5.8318017,Mopa-Muro,Well,Hand Pump,NA,NA,Acceptable quality,766,1535,0.499022801302932
8.6832667,5.4722267,Edu,Well,Hand Pump,NA,Community Management,Acceptable quality,711,2040,0.348529411764706
9.0652826,6.0150016,Lavun,Well,Hand Pump,2005,Community Management,Acceptable quality,10,66,0.151515151515152
8.0353754,5.102427,Oke-Ero,Well,Hand Pump,2008,Community Management,No because of Odour,16,123,0.130081300813008
8.4686183,4.9744783,Ifelodun,Well,Hand Pump,2014,NA,Acceptable quality,282,1458,0.193415637860082
8.8584367,5.4169417,Edu,Well,Hand Pump,2013,Community Management,Acceptable quality,17,386,0.044041450777202
9.0149067,3.5363846,Baruten,Well,Hand Pump,2006,NA,Acceptable quality,245,1405,0.174377224199288
